"purchase_day";"ticket_price";"ticket_title";"ticket_sub_title";"tickets_count";"total_amount";"currency"
"2015-01-06 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"160";"148,80";"EUR"
"2015-01-06 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"2568";"1643,52";"EUR"
"2015-01-05 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"1";"14,48";"EUR"
"2015-01-05 00:00:00";"5,94";"10 dienų";"10 dienų (240 val.) bilietas su 50% nuolaida";"1";"5,94";"EUR"
"2015-01-05 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"1";"1,74";"EUR"
"2015-01-05 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"34";"15,64";"EUR"
"2015-01-05 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"128";"40,96";"EUR"
"2015-01-05 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"3";"52,14";"EUR"
"2015-01-05 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"64";"370,56";"EUR"
"2015-01-05 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"7";"36,47";"EUR"
"2015-01-05 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"6";"14,22";"EUR"
"2015-01-05 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"2";"2,44";"EUR"
"2015-01-05 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"33";"23,10";"EUR"
"2015-01-05 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"22";"4,18";"EUR"
"2015-01-05 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"49";"6,37";"EUR"
"2015-01-05 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"45";"1303,20";"EUR"
"2015-01-05 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"22";"573,54";"EUR"
"2015-01-05 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"3";"35,61";"EUR"
"2015-01-05 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"1";"6,08";"EUR"
"2015-01-05 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"4";"13,92";"EUR"
"2015-01-05 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"200";"186,00";"EUR"
"2015-01-05 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"2776";"1776,64";"EUR"
"2015-01-04 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"2";"28,96";"EUR"
"2015-01-04 00:00:00";"13,03";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 50% nuolaida";"1";"13,03";"EUR"
"2015-01-04 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"1";"1,74";"EUR"
"2015-01-04 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"10";"4,60";"EUR"
"2015-01-04 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"60";"19,20";"EUR"
"2015-01-04 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"4";"69,52";"EUR"
"2015-01-04 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"46";"266,34";"EUR"
"2015-01-04 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"5";"26,05";"EUR"
"2015-01-04 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"1";"1,22";"EUR"
"2015-01-04 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"12";"8,40";"EUR"
"2015-01-04 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"20";"3,80";"EUR"
"2015-01-04 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"80";"10,40";"EUR"
"2015-01-04 00:00:00";"86,89";"3 mėnesių";"3 mėnesių (90 dienų) bilietas";"1";"86,89";"EUR"
"2015-01-04 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"23";"666,08";"EUR"
"2015-01-04 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"9";"234,63";"EUR"
"2015-01-04 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"1";"3,48";"EUR"
"2015-01-04 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"89";"82,77";"EUR"
"2015-01-04 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"1042";"666,88";"EUR"
"2015-01-03 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"1";"14,48";"EUR"
"2015-01-03 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"81";"25,92";"EUR"
"2015-01-03 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"1";"17,38";"EUR"
"2015-01-03 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"20";"115,80";"EUR"
"2015-01-03 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"2";"4,74";"EUR"
"2015-01-03 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"4";"4,88";"EUR"
"2015-01-03 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"11";"7,70";"EUR"
"2015-01-03 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"9";"1,71";"EUR"
"2015-01-03 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"19";"2,47";"EUR"
"2015-01-03 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"11";"318,56";"EUR"
"2015-01-03 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"1";"26,07";"EUR"
"2015-01-03 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"67";"62,31";"EUR"
"2015-01-03 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"892";"570,88";"EUR"
"2015-01-02 00:00:00";"2,90";"12 mėn. (365 d.) bilietas";"Galioja tik miesto Tarybos sprendime numatytiems asmenims*";"1";"2,90";"EUR"
"2015-01-02 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"23";"10,58";"EUR"
"2015-01-02 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"88";"28,16";"EUR"
"2015-01-02 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"1";"17,38";"EUR"
"2015-01-02 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"24";"138,96";"EUR"
"2015-01-02 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"3";"15,63";"EUR"
"2015-01-02 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"2";"2,44";"EUR"
"2015-01-02 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"4";"2,80";"EUR"
"2015-01-02 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"5";"0,95";"EUR"
"2015-01-02 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"37";"4,81";"EUR"
"2015-01-02 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"15";"434,40";"EUR"
"2015-01-02 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"4";"104,28";"EUR"
"2015-01-02 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"1";"3,48";"EUR"
"2015-01-02 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"64";"59,52";"EUR"
"2015-01-02 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"1441";"922,24";"EUR"
"2015-01-01 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"1";"14,48";"EUR"
"2015-01-01 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"1";"1,74";"EUR"
"2015-01-01 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"2";"0,92";"EUR"
"2015-01-01 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"14";"4,48";"EUR"
"2015-01-01 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"4";"23,16";"EUR"
"2015-01-01 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"1";"2,37";"EUR"
"2015-01-01 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"5";"6,10";"EUR"
"2015-01-01 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"12";"8,40";"EUR"
"2015-01-01 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"2";"0,38";"EUR"
"2015-01-01 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"22";"2,86";"EUR"
"2015-01-01 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"15";"434,40";"EUR"
"2015-01-01 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"1";"6,08";"EUR"
"2015-01-01 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"46";"42,78";"EUR"
"2015-01-01 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"675";"432,00";"EUR"
"2014-12-31 00:00:00";"1,60";"60 minučių";"60 minučių bilietas su 50% nuolaida 0,46 Eur";"6";"9,60";"LTL"
"2014-12-31 00:00:00";"1,10";"30 minučių";"30 minučių bilietas su 50% nuolaida 0,32 Eur";"77";"84,70";"LTL"
"2014-12-31 00:00:00";"120,00";"6 mėnesių";"6 mėnesių (180 dienų) bilietas su 80% nuolaida 34,75 Eur";"1";"120,00";"LTL"
"2014-12-31 00:00:00";"20,00";"30 dienų";"30 dienų bilietas su 80% nuolaida 5,79 Eur";"10";"200,00";"LTL"
"2014-12-31 00:00:00";"4,20";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida 1,22 Eur";"4";"16,80";"LTL"
"2014-12-31 00:00:00";"2,40";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida 0,70 Eur";"16";"38,40";"LTL"
"2014-12-31 00:00:00";"0,64";"60 minučių";"60 minučių bilietas su 80% nuolaida 0,19 Eur";"7";"4,48";"LTL"
"2014-12-31 00:00:00";"0,44";"30 minučių";"30 minučių bilietas su 80% nuolaida 0,13 Eur";"13";"5,72";"LTL"
"2014-12-31 00:00:00";"100,00";"30 dienų";"30 dienų bilietas 28,96 Eur";"11";"1100,00";"LTL"
"2014-12-31 00:00:00";"90,00";"30 dienų";"30 d. bilietas, galiojantis tik darbo d. 26,07 Eur";"2";"180,00";"LTL"
"2014-12-31 00:00:00";"12,00";"1 dienos";"1 dienos (24 valandų) bilietas 3,48 Eur";"2";"24,00";"LTL"
"2014-12-31 00:00:00";"3,20";"60 minučių";"60 minučių bilietas 0,93 Eur";"67";"214,40";"LTL"
"2014-12-31 00:00:00";"2,20";"30 minučių";"30 minučių bilietas  0,64 Eur";"933";"2052,60";"LTL"
"2014-12-30 00:00:00";"6,00";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida 1,74 Eur";"2";"12,00";"LTL"
"2014-12-30 00:00:00";"1,60";"60 minučių";"60 minučių bilietas su 50% nuolaida 0,46 Eur";"28";"44,80";"LTL"
"2014-12-30 00:00:00";"1,10";"30 minučių";"30 minučių bilietas su 50% nuolaida 0,32 Eur";"113";"124,30";"LTL"
"2014-12-30 00:00:00";"20,00";"30 dienų";"30 dienų bilietas su 80% nuolaida 5,79 Eur";"21";"420,00";"LTL"
"2014-12-30 00:00:00";"8,20";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida 2,37 Eur";"2";"16,40";"LTL"
"2014-12-30 00:00:00";"4,20";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida 1,22 Eur";"7";"29,40";"LTL"
"2014-12-30 00:00:00";"2,40";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida 0,70 Eur";"12";"28,80";"LTL"
"2014-12-30 00:00:00";"0,64";"60 minučių";"60 minučių bilietas su 80% nuolaida 0,19 Eur";"12";"7,68";"LTL"
"2014-12-30 00:00:00";"0,44";"30 minučių";"30 minučių bilietas su 80% nuolaida 0,13 Eur";"60";"26,40";"LTL"
"2014-12-30 00:00:00";"300,00";"3 mėnesių";"3 mėnesių (90 dienų) bilietas 86,89 Eur";"1";"300,00";"LTL"
"2014-12-30 00:00:00";"100,00";"30 dienų";"30 dienų bilietas 28,96 Eur";"19";"1900,00";"LTL"
"2014-12-30 00:00:00";"90,00";"30 dienų";"30 d. bilietas, galiojantis tik darbo d. 26,07 Eur";"6";"540,00";"LTL"
"2014-12-30 00:00:00";"41,00";"10 dienų";"10 dienų (240 val.) bilietas 11,87 Eur";"1";"41,00";"LTL"
"2014-12-30 00:00:00";"12,00";"1 dienos";"1 dienos (24 valandų) bilietas 3,48 Eur";"5";"60,00";"LTL"
"2014-12-30 00:00:00";"3,20";"60 minučių";"60 minučių bilietas 0,93 Eur";"98";"313,60";"LTL"
"2014-12-30 00:00:00";"2,20";"30 minučių";"30 minučių bilietas  0,64 Eur";"1844";"4056,80";"LTL"
"2014-12-29 00:00:00";"6,00";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida 1,74 Eur";"1";"6,00";"LTL"
"2014-12-29 00:00:00";"1,60";"60 minučių";"60 minučių bilietas su 50% nuolaida 0,46 Eur";"15";"24,00";"LTL"
"2014-12-29 00:00:00";"1,10";"30 minučių";"30 minučių bilietas su 50% nuolaida 0,32 Eur";"71";"78,10";"LTL"
"2014-12-29 00:00:00";"120,00";"6 mėnesių";"6 mėnesių (180 dienų) bilietas su 80% nuolaida 34,75 Eur";"1";"120,00";"LTL"
"2014-12-29 00:00:00";"20,00";"30 dienų";"30 dienų bilietas su 80% nuolaida 5,79 Eur";"30";"600,00";"LTL"
"2014-12-29 00:00:00";"18,00";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida 5,21 Eur";"1";"18,00";"LTL"
"2014-12-29 00:00:00";"8,20";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida 2,37 Eur";"2";"16,40";"LTL"
"2014-12-29 00:00:00";"4,20";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida 1,22 Eur";"7";"29,40";"LTL"
"2014-12-29 00:00:00";"2,40";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida 0,70 Eur";"20";"48,00";"LTL"
"2014-12-29 00:00:00";"0,64";"60 minučių";"60 minučių bilietas su 80% nuolaida 0,19 Eur";"11";"7,04";"LTL"
"2014-12-29 00:00:00";"0,44";"30 minučių";"30 minučių bilietas su 80% nuolaida 0,13 Eur";"47";"20,68";"LTL"
"2014-12-29 00:00:00";"100,00";"30 dienų";"30 dienų bilietas 28,96 Eur";"20";"2000,00";"LTL"
"2014-12-29 00:00:00";"90,00";"30 dienų";"30 d. bilietas, galiojantis tik darbo d. 26,07 Eur";"2";"180,00";"LTL"
"2014-12-29 00:00:00";"41,00";"10 dienų";"10 dienų (240 val.) bilietas 11,87 Eur";"1";"41,00";"LTL"
"2014-12-29 00:00:00";"21,00";"3 dienų";"3 dienų (72 valandų) bilietas 6,08 Eur";"3";"63,00";"LTL"
"2014-12-29 00:00:00";"12,00";"1 dienos";"1 dienos (24 valandų) bilietas 3,48 Eur";"5";"60,00";"LTL"
"2014-12-29 00:00:00";"3,20";"60 minučių";"60 minučių bilietas 0,93 Eur";"110";"352,00";"LTL"
"2014-12-29 00:00:00";"2,20";"30 minučių";"30 minučių bilietas  0,64 Eur";"1761";"3874,20";"LTL"
"2014-12-28 00:00:00";"1,60";"60 minučių";"60 minučių bilietas su 50% nuolaida 0,46 Eur";"4";"6,40";"LTL"
"2014-12-28 00:00:00";"1,10";"30 minučių";"30 minučių bilietas su 50% nuolaida 0,32 Eur";"81";"89,10";"LTL"
"2014-12-28 00:00:00";"180,00";"9 mėnesių";"9 mėn.(270 d.) bilietas su 80% nuolaida 52,13 Eur";"1";"180,00";"LTL"
"2014-12-28 00:00:00";"20,00";"30 dienų";"30 dienų bilietas su 80% nuolaida 5,79 Eur";"10";"200,00";"LTL"
"2014-12-28 00:00:00";"4,20";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida 1,22 Eur";"2";"8,40";"LTL"
"2014-12-28 00:00:00";"2,40";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida 0,70 Eur";"22";"52,80";"LTL"
"2014-12-28 00:00:00";"0,64";"60 minučių";"60 minučių bilietas su 80% nuolaida 0,19 Eur";"5";"3,20";"LTL"
"2014-12-28 00:00:00";"0,44";"30 minučių";"30 minučių bilietas su 80% nuolaida 0,13 Eur";"29";"12,76";"LTL"
"2014-12-28 00:00:00";"100,00";"30 dienų";"30 dienų bilietas 28,96 Eur";"16";"1600,00";"LTL"
"2014-12-28 00:00:00";"90,00";"30 dienų";"30 d. bilietas, galiojantis tik darbo d. 26,07 Eur";"3";"270,00";"LTL"
"2014-12-28 00:00:00";"3,20";"60 minučių";"60 minučių bilietas 0,93 Eur";"37";"118,40";"LTL"
"2014-12-28 00:00:00";"2,20";"30 minučių";"30 minučių bilietas  0,64 Eur";"819";"1801,80";"LTL"
"2014-12-27 00:00:00";"6,00";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida 1,74 Eur";"1";"6,00";"LTL"
"2014-12-27 00:00:00";"1,60";"60 minučių";"60 minučių bilietas su 50% nuolaida 0,46 Eur";"5";"8,00";"LTL"
"2014-12-27 00:00:00";"1,10";"30 minučių";"30 minučių bilietas su 50% nuolaida 0,32 Eur";"114";"125,40";"LTL"
"2014-12-27 00:00:00";"20,00";"30 dienų";"30 dienų bilietas su 80% nuolaida 5,79 Eur";"10";"200,00";"LTL"
"2014-12-27 00:00:00";"8,20";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida 2,37 Eur";"1";"8,20";"LTL"
"2014-12-27 00:00:00";"4,20";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida 1,22 Eur";"2";"8,40";"LTL"
"2014-12-27 00:00:00";"2,40";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida 0,70 Eur";"14";"33,60";"LTL"
"2014-12-27 00:00:00";"0,44";"30 minučių";"30 minučių bilietas su 80% nuolaida 0,13 Eur";"11";"4,84";"LTL"
"2014-12-27 00:00:00";"100,00";"30 dienų";"30 dienų bilietas 28,96 Eur";"1";"100,00";"LTL"
"2014-12-27 00:00:00";"41,00";"10 dienų";"10 dienų (240 val.) bilietas 11,87 Eur";"2";"82,00";"LTL"
"2014-12-27 00:00:00";"12,00";"1 dienos";"1 dienos (24 valandų) bilietas 3,48 Eur";"5";"60,00";"LTL"
"2014-12-27 00:00:00";"3,20";"60 minučių";"60 minučių bilietas 0,93 Eur";"52";"166,40";"LTL"
"2014-12-27 00:00:00";"2,20";"30 minučių";"30 minučių bilietas  0,64 Eur";"813";"1788,60";"LTL"
"2014-12-26 00:00:00";"1,60";"60 minučių";"60 minučių bilietas su 50% nuolaida 0,46 Eur";"5";"8,00";"LTL"
"2014-12-26 00:00:00";"1,10";"30 minučių";"30 minučių bilietas su 50% nuolaida 0,32 Eur";"66";"72,60";"LTL"
"2014-12-26 00:00:00";"20,00";"30 dienų";"30 dienų bilietas su 80% nuolaida 5,79 Eur";"7";"140,00";"LTL"
"2014-12-26 00:00:00";"18,00";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida 5,21 Eur";"1";"18,00";"LTL"
"2014-12-26 00:00:00";"8,20";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida 2,37 Eur";"1";"8,20";"LTL"
"2014-12-26 00:00:00";"4,20";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida 1,22 Eur";"3";"12,60";"LTL"
"2014-12-26 00:00:00";"2,40";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida 0,70 Eur";"3";"7,20";"LTL"
"2014-12-26 00:00:00";"0,64";"60 minučių";"60 minučių bilietas su 80% nuolaida 0,19 Eur";"5";"3,20";"LTL"
"2014-12-26 00:00:00";"0,44";"30 minučių";"30 minučių bilietas su 80% nuolaida 0,13 Eur";"16";"7,04";"LTL"
"2014-12-26 00:00:00";"100,00";"30 dienų";"30 dienų bilietas 28,96 Eur";"6";"600,00";"LTL"
"2014-12-26 00:00:00";"90,00";"30 dienų";"30 d. bilietas, galiojantis tik darbo d. 26,07 Eur";"1";"90,00";"LTL"
"2014-12-26 00:00:00";"41,00";"10 dienų";"10 dienų (240 val.) bilietas 11,87 Eur";"2";"82,00";"LTL"
"2014-12-26 00:00:00";"21,00";"3 dienų";"3 dienų (72 valandų) bilietas 6,08 Eur";"1";"21,00";"LTL"
"2014-12-26 00:00:00";"12,00";"1 dienos";"1 dienos (24 valandų) bilietas 3,48 Eur";"1";"12,00";"LTL"
"2014-12-26 00:00:00";"3,20";"60 minučių";"60 minučių bilietas 0,93 Eur";"42";"134,40";"LTL"
"2014-12-26 00:00:00";"2,20";"30 minučių";"30 minučių bilietas  0,64 Eur";"730";"1606,00";"LTL"
"2014-12-25 00:00:00";"1,60";"60 minučių";"60 minučių bilietas su 50% nuolaida 0,46 Eur";"4";"6,40";"LTL"
"2014-12-25 00:00:00";"1,10";"30 minučių";"30 minučių bilietas su 50% nuolaida 0,32 Eur";"15";"16,50";"LTL"
"2014-12-25 00:00:00";"20,00";"30 dienų";"30 dienų bilietas su 80% nuolaida 5,79 Eur";"2";"40,00";"LTL"
"2014-12-25 00:00:00";"8,20";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida 2,37 Eur";"1";"8,20";"LTL"
"2014-12-25 00:00:00";"4,20";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida 1,22 Eur";"1";"4,20";"LTL"
"2014-12-25 00:00:00";"2,40";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida 0,70 Eur";"4";"9,60";"LTL"
"2014-12-25 00:00:00";"0,64";"60 minučių";"60 minučių bilietas su 80% nuolaida 0,19 Eur";"3";"1,92";"LTL"
"2014-12-25 00:00:00";"0,44";"30 minučių";"30 minučių bilietas su 80% nuolaida 0,13 Eur";"55";"24,20";"LTL"
"2014-12-25 00:00:00";"100,00";"30 dienų";"30 dienų bilietas 28,96 Eur";"1";"100,00";"LTL"
"2014-12-25 00:00:00";"3,20";"60 minučių";"60 minučių bilietas 0,93 Eur";"29";"92,80";"LTL"
"2014-12-25 00:00:00";"2,20";"30 minučių";"30 minučių bilietas  0,64 Eur";"491";"1080,20";"LTL"
"2014-12-24 00:00:00";"1,10";"30 minučių";"30 minučių bilietas su 50% nuolaida 0,32 Eur";"35";"38,50";"LTL"
"2014-12-24 00:00:00";"20,00";"30 dienų";"30 dienų bilietas su 80% nuolaida 5,79 Eur";"3";"60,00";"LTL"
"2014-12-24 00:00:00";"8,20";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida 2,37 Eur";"1";"8,20";"LTL"
"2014-12-24 00:00:00";"0,64";"60 minučių";"60 minučių bilietas su 80% nuolaida 0,19 Eur";"3";"1,92";"LTL"
"2014-12-24 00:00:00";"0,44";"30 minučių";"30 minučių bilietas su 80% nuolaida 0,13 Eur";"11";"4,84";"LTL"
"2014-12-24 00:00:00";"300,00";"3 mėnesių";"3 mėnesių (90 dienų) bilietas 86,89 Eur";"1";"300,00";"LTL"
"2014-12-24 00:00:00";"100,00";"30 dienų";"30 dienų bilietas 28,96 Eur";"3";"300,00";"LTL"
"2014-12-24 00:00:00";"41,00";"10 dienų";"10 dienų (240 val.) bilietas 11,87 Eur";"1";"41,00";"LTL"
"2014-12-24 00:00:00";"12,00";"1 dienos";"1 dienos (24 valandų) bilietas 3,48 Eur";"1";"12,00";"LTL"
"2014-12-24 00:00:00";"3,20";"60 minučių";"60 minučių bilietas 0,93 Eur";"36";"115,20";"LTL"
"2014-12-24 00:00:00";"2,20";"30 minučių";"30 minučių bilietas  0,64 Eur";"512";"1126,40";"LTL"
"2014-12-23 00:00:00";"6,00";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida 1,74 Eur";"2";"12,00";"LTL"
"2014-12-23 00:00:00";"1,60";"60 minučių";"60 minučių bilietas su 50% nuolaida 0,46 Eur";"10";"16,00";"LTL"
"2014-12-23 00:00:00";"1,10";"30 minučių";"30 minučių bilietas su 50% nuolaida 0,32 Eur";"69";"75,90";"LTL"
"2014-12-23 00:00:00";"20,00";"30 dienų";"30 dienų bilietas su 80% nuolaida 5,79 Eur";"5";"100,00";"LTL"
"2014-12-23 00:00:00";"8,20";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida 2,37 Eur";"2";"16,40";"LTL"
"2014-12-23 00:00:00";"2,40";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida 0,70 Eur";"13";"31,20";"LTL"
"2014-12-23 00:00:00";"0,64";"60 minučių";"60 minučių bilietas su 80% nuolaida 0,19 Eur";"6";"3,84";"LTL"
"2014-12-23 00:00:00";"0,44";"30 minučių";"30 minučių bilietas su 80% nuolaida 0,13 Eur";"27";"11,88";"LTL"
"2014-12-23 00:00:00";"100,00";"30 dienų";"30 dienų bilietas 28,96 Eur";"2";"200,00";"LTL"
"2014-12-23 00:00:00";"90,00";"30 dienų";"30 d. bilietas, galiojantis tik darbo d. 26,07 Eur";"2";"180,00";"LTL"
"2014-12-23 00:00:00";"3,20";"60 minučių";"60 minučių bilietas 0,93 Eur";"116";"371,20";"LTL"
"2014-12-23 00:00:00";"2,20";"30 minučių";"30 minučių bilietas  0,64 Eur";"1260";"2772,00";"LTL"
"2014-12-22 00:00:00";"50,00";"30 dienų";"30 dienų bilietas su 50% nuolaida 14,48 Eur";"1";"50,00";"LTL"
"2014-12-22 00:00:00";"6,00";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida 1,74 Eur";"2";"12,00";"LTL"
"2014-12-22 00:00:00";"1,60";"60 minučių";"60 minučių bilietas su 50% nuolaida 0,46 Eur";"22";"35,20";"LTL"
"2014-12-22 00:00:00";"1,10";"30 minučių";"30 minučių bilietas su 50% nuolaida 0,32 Eur";"114";"125,40";"LTL"
"2014-12-22 00:00:00";"20,00";"30 dienų";"30 dienų bilietas su 80% nuolaida 5,79 Eur";"8";"160,00";"LTL"
"2014-12-22 00:00:00";"18,00";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida 5,21 Eur";"1";"18,00";"LTL"
"2014-12-22 00:00:00";"8,20";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida 2,37 Eur";"2";"16,40";"LTL"
"2014-12-22 00:00:00";"4,20";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida 1,22 Eur";"4";"16,80";"LTL"
"2014-12-22 00:00:00";"2,40";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida 0,70 Eur";"29";"69,60";"LTL"
